Raw Filename,SamplerType,windowSize,sample_size ,parallel_count,cluster_centers,time taken
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.'] time: 0.5236780643463135",WillsSampler,150,60,8,0,0.5236780643
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.16939306259155273",WillsSampler,150,60,16,1,0.1693930626
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.47368597984313965",WillsSampler,150,60,16,11,0.4736859798
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.7763597965240479",WillsSampler,150,60,16,16,0.7763597965
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=21.'] time: 0.9916973114013672",WillsSampler,150,60,16,21,0.9916973114
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=31.'] time: 1.1674559116363525",WillsSampler,150,60,16,31,1.167455912
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=41.'] time: 1.5239112377166748",WillsSampler,150,60,16,41,1.523911238
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=51.'] time: 2.0492100715637207",WillsSampler,150,60,16,51,2.049210072
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.2777390480041504",WillsSampler,150,60,16,6,0.277739048
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=16.'] time: 0.31032228469848633",WillsSampler,150,60,16,0,0.3103222847
VaasInterchangeHopping_Sampler.w=150.['sample_size=30.'] time: 1.9932799339294434,Ideal Sampler,150,30,0,0,1.993279934
VaasInterchangeHopping_Sampler.w=150.['sample_size=40.'] time: 2.4420950412750244,Ideal Sampler,150,40,0,0,2.442095041
VaasInterchangeHopping_Sampler.w=150.['sample_size=60.'] time: 3.892446994781494,Ideal Sampler,150,60,0,0,3.892446995
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.14661598205566406",WillsSampler,200,30,1,1,0.1466159821
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.5910718441009521",WillsSampler,200,30,1,11,0.5910718441
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=16.'] time: 0.7827978134155273",WillsSampler,200,30,1,16,0.7827978134
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.1134369373321533",WillsSampler,200,30,1,21,1.113436937
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=31.'] time: 1.4807767868041992",WillsSampler,200,30,1,31,1.480776787
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=41.'] time: 1.8914790153503418",WillsSampler,200,30,1,41,1.891479015
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=51.'] time: 3.049633026123047",WillsSampler,200,30,1,51,3.049633026
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.4593052864074707",WillsSampler,200,30,1,6,0.4593052864
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=1.'] time: 3.313783884048462",WillsSampler,200,30,1,0,3.313783884
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.2354271411895752",WillsSampler,200,30,2,1,0.2354271412
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.6889762878417969",WillsSampler,200,30,2,11,0.6889762878
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.0261049270629883",WillsSampler,200,30,2,16,1.026104927
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=21.'] time: 1.3031671047210693",WillsSampler,200,30,2,21,1.303167105
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=31.'] time: 1.6168839931488037",WillsSampler,200,30,2,31,1.616883993
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=41.'] time: 2.1372721195220947",WillsSampler,200,30,2,41,2.13727212
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=51.'] time: 3.030492067337036",WillsSampler,200,30,2,51,3.030492067
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.4044461250305176",WillsSampler,200,30,2,6,0.404446125
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=2.'] time: 2.8349521160125732",WillsSampler,200,30,2,0,2.834952116
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.17430496215820312",WillsSampler,200,30,4,1,0.1743049622
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.6835591793060303",WillsSampler,200,30,4,11,0.6835591793
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=16.'] time: 0.9981048107147217",WillsSampler,200,30,4,16,0.9981048107
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=21.'] time: 1.1310019493103027",WillsSampler,200,30,4,21,1.131001949
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=31.'] time: 2.1982429027557373",WillsSampler,200,30,4,31,2.198242903
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=41.'] time: 2.1340749263763428",WillsSampler,200,30,4,41,2.134074926
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=51.'] time: 3.1708171367645264",WillsSampler,200,30,4,51,3.170817137
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.342479944229126",WillsSampler,200,30,4,6,0.3424799442
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=4.'] time: 2.733206033706665",WillsSampler,200,30,4,0,2.733206034
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.11876392364501953",WillsSampler,200,30,8,1,0.1187639236
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.6114041805267334",WillsSampler,200,30,8,11,0.6114041805
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.0506699085235596",WillsSampler,200,30,8,16,1.050669909
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.4445538520812988",WillsSampler,200,30,8,21,1.444553852
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=31.'] time: 1.7094252109527588",WillsSampler,200,30,8,31,1.709425211
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=41.'] time: 2.544787883758545",WillsSampler,200,30,8,41,2.544787884
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=51.'] time: 2.799881935119629",WillsSampler,200,30,8,51,2.799881935
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.5441060066223145",WillsSampler,200,30,8,6,0.5441060066
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=8.'] time: 1.1895971298217773",WillsSampler,200,30,8,0,1.18959713
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.14088988304138184",WillsSampler,200,30,16,1,0.140889883
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.5858438014984131",WillsSampler,200,30,16,11,0.5858438015
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.8163201808929443",WillsSampler,200,30,16,16,0.8163201809
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.3606998920440674",WillsSampler,200,30,16,21,1.360699892
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=31.'] time: 1.5416996479034424",WillsSampler,200,30,16,31,1.541699648
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=41.'] time: 2.13828706741333",WillsSampler,200,30,16,41,2.138287067
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=51.'] time: 2.596349000930786",WillsSampler,200,30,16,51,2.596349001
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.37921786308288574",WillsSampler,200,30,16,6,0.3792178631
"WillsSampler.w=200.['sample_size=30.', 'parallel_count=16.'] time: 0.4882240295410156",WillsSampler,200,30,16,0,0.4882240295
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.11756086349487305",WillsSampler,200,40,1,1,0.1175608635
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.5649099349975586",WillsSampler,200,40,1,11,0.564909935
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=16.'] time: 0.7771162986755371",WillsSampler,200,40,1,16,0.7771162987
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.0421948432922363",WillsSampler,200,40,1,21,1.042194843
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=31.'] time: 1.702868938446045",WillsSampler,200,40,1,31,1.702868938
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=41.'] time: 2.495864152908325",WillsSampler,200,40,1,41,2.495864153
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=51.'] time: 3.050363779067993",WillsSampler,200,40,1,51,3.050363779
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.3415050506591797",WillsSampler,200,40,1,6,0.3415050507
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=1.'] time: 3.9353787899017334",WillsSampler,200,40,1,0,3.93537879
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.14402461051940918",WillsSampler,200,40,2,1,0.1440246105
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.6022799015045166",WillsSampler,200,40,2,11,0.6022799015
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=16.'] time: 0.9013080596923828",WillsSampler,200,40,2,16,0.9013080597
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=21.'] time: 1.1888179779052734",WillsSampler,200,40,2,21,1.188817978
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=31.'] time: 1.6729159355163574",WillsSampler,200,40,2,31,1.672915936
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=41.'] time: 2.0485198497772217",WillsSampler,200,40,2,41,2.04851985
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=51.'] time: 2.572299003601074",WillsSampler,200,40,2,51,2.572299004
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.35242605209350586",WillsSampler,200,40,2,6,0.3524260521
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=2.'] time: 3.4187428951263428",WillsSampler,200,40,2,0,3.418742895
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.10988378524780273",WillsSampler,200,40,4,1,0.1098837852
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.6043078899383545",WillsSampler,200,40,4,11,0.6043078899
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=16.'] time: 0.868340015411377",WillsSampler,200,40,4,16,0.8683400154
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=21.'] time: 1.0709702968597412",WillsSampler,200,40,4,21,1.070970297
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=31.'] time: 1.5414009094238281",WillsSampler,200,40,4,31,1.541400909
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=41.'] time: 2.0035502910614014",WillsSampler,200,40,4,41,2.003550291
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=51.'] time: 2.6358063220977783",WillsSampler,200,40,4,51,2.635806322
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.35601115226745605",WillsSampler,200,40,4,6,0.3560111523
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=4.'] time: 2.3253390789031982",WillsSampler,200,40,4,0,2.325339079
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.13730192184448242",WillsSampler,200,40,8,1,0.1373019218
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.5862691402435303",WillsSampler,200,40,8,11,0.5862691402
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=16.'] time: 0.8215210437774658",WillsSampler,200,40,8,16,0.8215210438
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.0959060192108154",WillsSampler,200,40,8,21,1.095906019
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=31.'] time: 1.5126559734344482",WillsSampler,200,40,8,31,1.512655973
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=41.'] time: 2.0671098232269287",WillsSampler,200,40,8,41,2.067109823
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=51.'] time: 2.712603807449341",WillsSampler,200,40,8,51,2.712603807
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.34691309928894043",WillsSampler,200,40,8,6,0.3469130993
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=8.'] time: 0.8809008598327637",WillsSampler,200,40,8,0,0.8809008598
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.13635015487670898",WillsSampler,200,40,16,1,0.1363501549
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.564561128616333",WillsSampler,200,40,16,11,0.5645611286
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.8154828548431396",WillsSampler,200,40,16,16,0.8154828548
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.044449806213379",WillsSampler,200,40,16,21,1.044449806
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=31.'] time: 1.4987170696258545",WillsSampler,200,40,16,31,1.49871707
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=41.'] time: 2.00770902633667",WillsSampler,200,40,16,41,2.007709026
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=51.'] time: 2.453963041305542",WillsSampler,200,40,16,51,2.453963041
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.3540530204772949",WillsSampler,200,40,16,6,0.3540530205
"WillsSampler.w=200.['sample_size=40.', 'parallel_count=16.'] time: 0.4680500030517578",WillsSampler,200,40,16,0,0.4680500031
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.11960697174072266",WillsSampler,200,60,1,1,0.1196069717
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.5556826591491699",WillsSampler,200,60,1,11,0.5556826591
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=16.'] time: 0.7917819023132324",WillsSampler,200,60,1,16,0.7917819023
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.0034689903259277",WillsSampler,200,60,1,21,1.00346899
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=31.'] time: 1.515152931213379",WillsSampler,200,60,1,31,1.515152931
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=41.'] time: 1.8910739421844482",WillsSampler,200,60,1,41,1.891073942
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=51.'] time: 2.4403159618377686",WillsSampler,200,60,1,51,2.440315962
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.33493900299072266",WillsSampler,200,60,1,6,0.334939003
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=1.'] time: 5.088656187057495",WillsSampler,200,60,1,0,5.088656187
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.11610198020935059",WillsSampler,200,60,2,1,0.1161019802
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.5878908634185791",WillsSampler,200,60,2,11,0.5878908634
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=16.'] time: 0.8169770240783691",WillsSampler,200,60,2,16,0.8169770241
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=21.'] time: 1.064605951309204",WillsSampler,200,60,2,21,1.064605951
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=31.'] time: 1.5411372184753418",WillsSampler,200,60,2,31,1.541137218
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=41.'] time: 2.1815381050109863",WillsSampler,200,60,2,41,2.181538105
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=51.'] time: 2.7455861568450928",WillsSampler,200,60,2,51,2.745586157
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.34517383575439453",WillsSampler,200,60,2,6,0.3451738358
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=2.'] time: 4.428612947463989",WillsSampler,200,60,2,0,4.428612947
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.2064671516418457",WillsSampler,200,60,4,1,0.2064671516
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.6096458435058594",WillsSampler,200,60,4,11,0.6096458435
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=16.'] time: 0.8100769519805908",WillsSampler,200,60,4,16,0.810076952
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=21.'] time: 1.0690093040466309",WillsSampler,200,60,4,21,1.069009304
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=31.'] time: 1.639611005783081",WillsSampler,200,60,4,31,1.639611006
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=41.'] time: 2.0234169960021973",WillsSampler,200,60,4,41,2.023416996
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=51.'] time: 3.050312042236328",WillsSampler,200,60,4,51,3.050312042
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.3901841640472412",WillsSampler,200,60,4,6,0.390184164
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=4.'] time: 2.298034906387329",WillsSampler,200,60,4,0,2.298034906
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.13241291046142578",WillsSampler,200,60,8,1,0.1324129105
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.5812201499938965",WillsSampler,200,60,8,11,0.58122015
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=16.'] time: 0.802908182144165",WillsSampler,200,60,8,16,0.8029081821
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.5473699569702148",WillsSampler,200,60,8,21,1.547369957
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=31.'] time: 1.611440896987915",WillsSampler,200,60,8,31,1.611440897
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=41.'] time: 1.9887590408325195",WillsSampler,200,60,8,41,1.988759041
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=51.'] time: 2.4532651901245117",WillsSampler,200,60,8,51,2.45326519
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.3555338382720947",WillsSampler,200,60,8,6,0.3555338383
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=8.'] time: 0.8349587917327881",WillsSampler,200,60,8,0,0.8349587917
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.1382598876953125",WillsSampler,200,60,16,1,0.1382598877
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.5660548210144043",WillsSampler,200,60,16,11,0.566054821
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.8165271282196045",WillsSampler,200,60,16,16,0.8165271282
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.1080429553985596",WillsSampler,200,60,16,21,1.108042955
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=31.'] time: 1.5869140625",WillsSampler,200,60,16,31,1.586914063
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=41.'] time: 2.3570470809936523",WillsSampler,200,60,16,41,2.357047081
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=51.'] time: 3.0440680980682373",WillsSampler,200,60,16,51,3.044068098
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.3415560722351074",WillsSampler,200,60,16,6,0.3415560722
"WillsSampler.w=200.['sample_size=60.', 'parallel_count=16.'] time: 0.46961522102355957",WillsSampler,200,60,16,0,0.469615221
VaasInterchangeHopping_Sampler.w=200.['sample_size=30.'] time: 2.663788080215454,Ideal Sampler,200,30,0,0,2.66378808
VaasInterchangeHopping_Sampler.w=200.['sample_size=40.'] time: 3.6661970615386963,Ideal Sampler,200,40,0,0,3.666197062
VaasInterchangeHopping_Sampler.w=200.['sample_size=60.'] time: 5.7503883838653564,Ideal Sampler,200,60,0,0,5.750388384
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.16601991653442383",WillsSampler,300,30,1,1,0.1660199165
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=11.'] time: 1.009401798248291",WillsSampler,300,30,1,11,1.009401798
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=16.'] time: 1.2023050785064697",WillsSampler,300,30,1,16,1.202305079
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.9223921298980713",WillsSampler,300,30,1,21,1.92239213
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=31.'] time: 2.3728370666503906",WillsSampler,300,30,1,31,2.372837067
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=41.'] time: 2.9871842861175537",WillsSampler,300,30,1,41,2.987184286
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=51.'] time: 5.174577236175537",WillsSampler,300,30,1,51,5.174577236
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.5266468524932861",WillsSampler,300,30,1,6,0.5266468525
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=1.'] time: 4.561549186706543",WillsSampler,300,30,1,0,4.561549187
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.21664786338806152",WillsSampler,300,30,2,1,0.2166478634
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.8732171058654785",WillsSampler,300,30,2,11,0.8732171059
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.2187590599060059",WillsSampler,300,30,2,16,1.21875906
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=21.'] time: 1.6038591861724854",WillsSampler,300,30,2,21,1.603859186
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=31.'] time: 2.2709341049194336",WillsSampler,300,30,2,31,2.270934105
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=41.'] time: 3.040215015411377",WillsSampler,300,30,2,41,3.040215015
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=51.'] time: 3.8016977310180664",WillsSampler,300,30,2,51,3.801697731
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.505821943283081",WillsSampler,300,30,2,6,0.5058219433
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=2.'] time: 4.035606145858765",WillsSampler,300,30,2,0,4.035606146
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.20113801956176758",WillsSampler,300,30,4,1,0.2011380196
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.9054009914398193",WillsSampler,300,30,4,11,0.9054009914
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.2968831062316895",WillsSampler,300,30,4,16,1.296883106
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=21.'] time: 1.580099105834961",WillsSampler,300,30,4,21,1.580099106
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=31.'] time: 2.282431125640869",WillsSampler,300,30,4,31,2.282431126
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=41.'] time: 2.9939441680908203",WillsSampler,300,30,4,41,2.993944168
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=51.'] time: 3.695572853088379",WillsSampler,300,30,4,51,3.695572853
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.5764873027801514",WillsSampler,300,30,4,6,0.5764873028
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=4.'] time: 3.5027248859405518",WillsSampler,300,30,4,0,3.502724886
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.15011096000671387",WillsSampler,300,30,8,1,0.15011096
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.8610069751739502",WillsSampler,300,30,8,11,0.8610069752
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.2130470275878906",WillsSampler,300,30,8,16,1.213047028
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.5471031665802002",WillsSampler,300,30,8,21,1.547103167
