Raw Filename,SamplerType,windowSize,sample_size ,parallel_count,cluster_centers,time taken
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=21.'] time: 2.4097988605499268",WillsSampler,500,60,8,21,2.409798861
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=31.'] time: 3.3910439014434814",WillsSampler,500,60,8,31,3.391043901
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=41.'] time: 5.103307008743286",WillsSampler,500,60,8,41,5.103307009
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=51.'] time: 6.598582983016968",WillsSampler,500,60,8,51,6.598582983
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=6.'] time: 1.028700828552246",WillsSampler,500,60,8,6,1.028700829
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.'] time: 5.61665940284729",WillsSampler,500,60,8,0,5.616659403
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.21319317817687988",WillsSampler,500,60,16,1,0.2131931782
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=11.'] time: 1.2465097904205322",WillsSampler,500,60,16,11,1.24650979
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=16.'] time: 1.807499885559082",WillsSampler,500,60,16,16,1.807499886
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=21.'] time: 2.336594820022583",WillsSampler,500,60,16,21,2.33659482
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=31.'] time: 3.504837989807129",WillsSampler,500,60,16,31,3.50483799
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=41.'] time: 4.462220191955566",WillsSampler,500,60,16,41,4.462220192
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=51.'] time: 5.953737258911133",WillsSampler,500,60,16,51,5.953737259
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.9967532157897949",WillsSampler,500,60,16,6,0.9967532158
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=16.'] time: 2.138881206512451",WillsSampler,500,60,16,0,2.138881207
VaasInterchangeHopping_Sampler.w=500.['sample_size=30.'] time: 6.208431959152222,Ideal Sampler,500,30,0,0,6.208431959
VaasInterchangeHopping_Sampler.w=500.['sample_size=40.'] time: 8.20773196220398,Ideal Sampler,500,40,0,0,8.207731962
VaasInterchangeHopping_Sampler.w=500.['sample_size=60.'] time: 11.686748743057251,Ideal Sampler,500,60,0,0,11.68674874
